claim_id,short_claim,canonical_metric,value,unit,time_frame,fact_or_inference,confidence_tag,primary_source,source_url,verification_path,notes
CL-627,2019 second national youth homelessness survey replicated 2016 key findings,Cross-validation of 2016 Without a Home statistics via larger 2019 sample,status,,2019-2021,FACT,VERIFIED,Kidd Gaetz OGrady Schwan et al Canadian Journal of Psychiatry 2021 direct primary source retrieval,https://pubmed.ncbi.nlm.nih.gov/33525910/,Confirmed via direct primary source retrieval of the peer-reviewed replication study,Resolves an open question from the prior pass - the larger 1375-youth 2019 national survey independently replicated most key findings from the 2016 survey this library relies on throughout meaning those statistics are validated not stale
CL-628,Black youth homelessness criminal justice system involvement national disparity 2025 2026,Black versus white youth recent CJS involvement rate among homeless youth nationally,status,,2025-2026,FACT,VERIFIED,Bonakdar Banchani Drammeh Gaetz Somefun Naidoo Schwan Kidd Journal of Social Distress and Homelessness direct primary source retrieval,https://www.tandfonline.com/doi/full/10.1080/10530789.2025.2605707,Confirmed via direct primary source retrieval,Found via the most-recent lens review of the 2019 survey dataset - a new national racial disparity finding on criminal justice involvement flagged as a candidate for HMK-001 or HMK-031 not yet added directly
CL-629,Cathy Crowe named source and Dixon Hall named as third site in Jan 2026 warming centre turn-away allegation,Named sources and sites in the warming centre turn-away dispute,status,,January 2026,FACT,VERIFIED,"TorontoToday direct primary source retrieval, full article text",https://www.torontotoday.ca/local/crime-emergency-services/several-toronto-warming-centres-full-capacity-as-advocates-allege-people-being-turned-away-11786211,Confirmed via direct full-text primary source retrieval during PROCESS-002 citation remediation,"PROCESS-002 citation work on HMK-026 - reading the actual source rather than a secondhand summary revealed the original allegation named three sites (Elizabeth St, Willowdale, Dixon Hall) and a specific named advocate (Cathy Crowe) plus a second named source (Greg Cook) not previously reflected in the librarys more general two-site paraphrase"
CL-630,Making the Shift FNS intervention integrated into HMK-010 prevention typology,Family and Natural Supports early intervention integration,status,,2019-2025,FACT,VERIFIED,Homeless Hub official program retrospective direct primary source retrieval,https://homelesshub.ca/blog/2025/from-crisis-response-to-prevention-lessons-from-making-the-shift-research/,"Confirmed via direct primary source retrieval, integrated into the five-point prevention typology's early intervention category",Closes a Gaetz integration backlog item flagged two passes ago - the most current large-scale evidence base for early intervention now reflected in HMK-010
CL-631,Gaetz per-diem funding critique integrated into HMK-015 as independent national corroboration,Independent academic corroboration of Toronto-specific perverse incentive finding,status,,2014,FACT,VERIFIED,"Gaetz 2014 Coming of Age direct primary source retrieval, paraphrased per copyright compliance with only a short protected phrase quoted",https://homelesshub.ca/wp-content/uploads/2023/12/ComingOfAgeHH_0.pdf,Confirmed via direct primary source retrieval,"Closes a Gaetz integration backlog item - also corrected an over-length 40-plus-word verbatim quote of this same source that had existed since Pass 102, both in HMK-039 and now avoided in this new HMK-015 addition, per copyright hard limits"
CL-632,Black youth criminal justice system involvement national finding integrated into HMK-001 criminalization section,"National racial disparity in CJS involvement among homeless youth, complementing Toronto OSSA ticketing finding",status,,2025-2026,FACT,VERIFIED,Bonakdar Banchani Drammeh Gaetz Somefun Naidoo Schwan Kidd Journal of Social Distress and Homelessness direct primary source retrieval,https://www.tandfonline.com/doi/full/10.1080/10530789.2025.2605707,Confirmed via direct primary source retrieval,"Closes a Gaetz integration backlog item - explicitly framed as complementary to, not duplicating, the existing Toronto-specific OSSA ticketing finding since the two measure different things at different geographic scales"
CL-633,REC M-15 municipal Safe Streets Act amnesty recommendation added to POLICY-001,New policy recommendation from Gaetz integration backlog,status,,2011-2013 evidence base,FACT,VERIFIED,OGrady Gaetz Buccieri 2011 Can I See Your ID and 2013 Canadian Public Policy paper direct primary source retrieval already established in this library,https://homelesshub.ca/sites/default/files/CanISeeYourID_nov9.pdf,"Confirmed via direct primary source retrieval of both underlying studies, already verified in earlier passes",Closes the second-to-last Gaetz integration backlog item - a new recommendation REC M-15 added to POLICY-001 recommendation count now 49 propagated across 10 files plus a new council motion clause 26 and a new HMK-033 cost-benefit matrix row
CL-634,Gaetz national 43.788 billion 10 year federal ask with per capita framing integrated into HMK-008,National homelessness response cost estimate with affordability framing device,43.788,billion dollars over 10 years,2016,FACT,VERIFIED,"Gaetz et al 2016 State of Homelessness in Canada direct primary source retrieval, URL cross-checked against and corrected to match this librarys existing verified ledger entry rather than trusted from memory",https://homelesshub.ca/sites/default/files/SOHC16_final_20Oct2016.pdf,"Confirmed via direct primary source retrieval, URL discrepancy caught and corrected against the ledgers authoritative prior verification before finalizing","Closes the fifth and final substantive Gaetz integration backlog item - a national per-capita affordability framing device added to HMK-008s federal asks list, explicitly scoped as a rhetorical tool rather than a reconciled dollar figure against the Toronto-specific asks"
CL-635,The Missing Link 2006 discharge planning incarceration homelessness identified as primary source for systems prevention typology,Primary source confirmation for systems prevention category,status,,2006,FACT,VERIFIED,Gaetz and OGrady 2006 direct primary source retrieval via John Howard Society Ontario official archive,https://johnhoward.on.ca/wp-content/uploads/2014/09/the-missing-link-aug-2007.pdf,Confirmed via direct full-text primary source retrieval,Dedicated Toronto and foundational work search pass per direct instruction - fills a real gap since this librarys five-point prevention typology cites systems prevention as a category but never directly cited its own primary Gaetz-authored source until now
CL-636,OSSA ticket concentration finding 6.2 percent of ticketed individuals received 51.4 percent of all tickets,Enforcement concentration pattern within existing OSSA ticketing critique,6.2 percent received 51.4 percent,,2000-2006,FACT,VERIFIED,"Academic analysis of the same OSSA ticketing dataset this library already relies on via OGrady Gaetz Buccieri, not Gaetz-authored itself but directly corroborating research",https://www.researchgate.net/publication/235910228_Taming_Disorderly_People_One_Ticket_at_a_Time_The_Penalization_of_Homelessness_in_Ontario_and_British_Columbia,Confirmed via direct primary source retrieval,"A power-law enforcement-concentration finding not currently in this librarys existing OSSA critique, flagged as a strengthening candidate for HMK-001 Section 23, not added directly this pass"
CL-637,State of Homelessness Canada 2014 seven billion dollar annual cost versus 119 million federal response ratio,National homelessness cost versus federal response investment ratio,7 billion versus 119 million,CAD per year,2014,FACT,VERIFIED,Gaetz Gulliver Richter 2014 direct primary source retrieval via search,https://www.homelesshub.ca/sites/default/files/SOHC2014.pdf,Confirmed via direct primary source retrieval,"Distinguishes the 2013 and 2014 SOHC editions which this library had previously conflated as one unreviewed item - flagged as a candidate for HMK-012 or POLICY-001 federal ask framing, not added directly this pass"
CL-638,Missing Link 2006 integrated into HMK-013 as historical corroboration of corrections discharge failure,Twenty-year historical continuity of documented corrections discharge failure,status,,2006 vs 2023-2025,FACT,VERIFIED,"Gaetz and OGrady 2006 already verified this session, integrated into HMK-013 Failure 3",https://johnhoward.on.ca/wp-content/uploads/2014/09/the-missing-link-aug-2007.pdf,Confirmed via direct primary source retrieval in a prior pass this session,Strengthens the accountability argument by showing the same organization John Howard Society documented the identical structural failure nearly two decades before the current 2023-2025 data
CL-639,OSSA ticket concentration finding integrated into HMK-001 section 23,Power law concentration of enforcement within existing criminalization critique,status,,2000-2006,FACT,VERIFIED,"Independent academic analysis already verified this session, integrated into HMK-001",https://www.researchgate.net/publication/235910228_Taming_Disorderly_People_One_Ticket_at_a_Time_The_Penalization_of_Homelessness_in_Ontario_and_British_Columbia,Confirmed via direct primary source retrieval in a prior pass this session,Adds a third independent dimension to the existing OSSA criminalization finding without duplicating the Toronto enforcement volume or national racial disparity findings already present
CL-640,SOHC 2014 national cost versus federal investment ratio integrated into HMK-012 as historical framing,National historical context for Toronto-specific federal ROI analysis,status,,2014,FACT,VERIFIED,"Gaetz Gulliver Richter 2014 already verified this session, integrated into HMK-012 Part 1",https://www.homelesshub.ca/sites/default/files/SOHC2014.pdf,Confirmed via direct primary source retrieval in a prior pass this session,"Explicitly scoped as non-additive historical national context, not summed with the Toronto-specific federal ROI figures in the same section"
CL-641,Ontario 2015 Expert Advisory Panel on Homelessness with Gaetz as named member accepted end chronic homelessness by 2025 target,Formal provincial government commitment with expired deadline,2025,target year,2015-2025,FACT,VERIFIED,"Ontario government official backgrounder and primary report direct retrieval, Gaetz panel membership independently confirmed via the primary report itself listing him by name",https://news.ontario.ca/en/backgrounder/34673/a-place-to-call-home-report-of-the-expert-advisory-panel-on-homelessness,Confirmed via direct primary source retrieval of the official government backgrounder plus independent confirmation of Gaetz panel membership via the primary report document itself,"Found via a dedicated Gaetz research search pass - a major cross-government accountability finding carefully framed as an inherited target Ford did not set but has governed six years against, now expired with conditions dramatically worse - integrated into HMK-003 Section E with explicit non-attribution language"
CL-642,Kidd Gaetz OGrady 2015 National Canadian Homeless Youth Survey mental health addictions findings identified,"Distinct survey dataset from Without a Home 2016, not yet fully reviewed",status,,2015-2017,FACT,VERIFIED,Confirmed real via York University faculty bibliography,https://edu.yorku.ca/edu-profiles/index.php?mid=112721,"Confirmed existence via institutional bibliography, full content not yet retrieved","Catalogued during the third dedicated Gaetz search pass, flagged for a future pass rather than chased given time constraints"
CL-643,2021 Census PUMF geographic resolution confirmed as CMA level only not census tract,"PUMF geographic identifier resolution, resolving a contradiction between two external submissions",CMA-level only,,2021 Census PUMF,FACT,VERIFIED,Statistics Canada official catalogue product page direct primary source retrieval,https://www150.statcan.gc.ca/n1/en/catalogue/98M0001X2021001,"Confirmed via direct retrieval of StatCan's own official product description, the most authoritative possible source","Resolves a direct factual contradiction between two external LLM Task A submissions - one correctly stated CMA-level only, one incorrectly claimed census-tract-level was available. Caught and corrected before any integration, consistent with standing verify-before-trust discipline"
CL-644,2026 Census included first ever dedicated hidden homelessness questions on long form questionnaire,First national purpose built hidden homelessness measurement instrument,2 new questions,,"May 2026 census, questions added per 2024 testing",FACT,VERIFIED,Statistics Canada official content change report and Homeless Hub direct primary source retrieval,https://www12.statcan.gc.ca/census-recensement/2026/ref/98-20-0005/2026002/98-20-00052026002-eng.cfm,"Confirmed via direct primary source retrieval of StatCan's own official content-change documentation, cross-verified against Homeless Hub and StatCan's own quality of life indicator page",A major development substantially overtaking the original Task A premise - the 2026 census conducted May 2026 two months before this writing will produce the first ever national measured hidden homelessness estimate though still scoped to private dwellings only excluding collective dwellings. No release date confirmed. Recommendation is to monitor for this release rather than pursue restricted 2021 data access
CL-645,CESCR reviewed Canada on homelessness across three periodic reviews 1993 1998 2016,Repeated UN treaty body criticism of Canada across 23 years,3 reviews,,1993-2016,FACT,VERIFIED,Confirmed via legal affidavit citing primary UN documents directly plus GlobeNewswire and Pivot Legal Society direct coverage of the 2016 review,https://www.pivotlegal.org/canada_must_recognize_the_rights_of_homeless_un_report,Confirmed via multiple independent sources citing the same primary UN Concluding Observations documents,A dedicated exhaustive legal and international standards review - establishes a decades-long documented pattern not a single one-off criticism
CL-646,UN Special Rapporteur Miloon Kothari conducted official mission to Canada October 2007 visiting Toronto,Official UN human rights fact-finding mission physically present in Toronto,status,,"October 9-22, 2007",FACT,VERIFIED,OHCHR official statement and UN Digital Library record direct primary source retrieval,https://www.ohchr.org/en/statements-and-speeches/2009/10/united-nations-expert-adequate-housing-calls-immediate-attention,Confirmed via direct primary source retrieval of the official OHCHR statement naming Toronto specifically among visited cities,A UN human rights expert was physically present in Toronto as part of an official mission not just writing about Canada generally
CL-647,Federal Housing Advocate 2024 encampments report and 2026 follow up with current national statistics,Canadian statutory human rights oversight body findings on encampments,status,,2024-2026,FACT,VERIFIED,Canadian Human Rights Commission direct primary source retrieval of both the 2024 report and 2026 follow up,https://www.chrc-ccdp.gc.ca/sites/default/files/documents/final-report-federal-housing-advocate-s-review-of-encampments_0.pdf,Confirmed via direct primary source retrieval,A domestic Canadian statutory oversight body not an international one - includes a specific unverified Toronto 2025 mortality figure flagged for tracing to Toronto Public Health before treating as confirmed
CL-648,SPHERE humanitarian minimum shelter space standard 3.5 to 5.5 square metres per person compared against Toronto own standards,Toronto shelter space per person versus SPHERE humanitarian minimums and Toronto own property standards bylaw,3.5-3.75m2 Toronto shelters vs 4.5-5.5m2 SPHERE cold climate vs 4m2 Toronto bylaw,square metres per person,current,FACT,VERIFIED,UNHCR SPHERE implementation guide and Toronto Shelter Standards direct primary source retrieval cross referenced against Toronto own Property Standards Bylaw,https://emergency.unhcr.org/emergency-assistance/shelter-camp-and-settlement/shelter-and-housing/emergency-shelter-solutions-and-standards,Confirmed via direct primary source retrieval of all three figures independently before comparing,Toronto shelter standard matches SPHERE warm climate minimum not the cold climate minimum Canada actual climate would require - and is below Toronto own bylaw minimum for ordinary rental housing making this an entirely self-referential Toronto-vs-Toronto finding requiring no international law appeal at all
CL-649,Housing Services Act 2011 section 6 legally requires Toronto to have a housing and homelessness plan,Statutory basis for HousingTO as a legal obligation not just policy choice,status,,2011-present,FACT,VERIFIED,Direct statutory text retrieval of the Housing Services Act 2011,https://ca.vlex.com/vid/housing-services-act-2011-751580241,"Confirmed via direct retrieval of the statute's own text, section 6",Gives HousingTO outcome shortfalls a sharper legal frame - a possible statutory obligation not fully met rather than only a broken policy promise - explicitly flagged as a lead for lawyer review not a concluded legal opinion
CL-650,Traced and corrected the Federal Housing Advocate 59 deaths Toronto 2025 citation to real 2024 shelter resident data,Corrected mortality statistic scope and year,59,shelter resident deaths 2024 not 2025 total,2024,FACT,VERIFIED,City of Toronto 2024 Annual Review of Statistics on Deaths of Shelter Residents direct primary source retrieval,https://www.toronto.ca/city-government/data-research-maps/research-reports/housing-and-homelessness-research-and-reports/deaths-of-shelter-residents/annual-review-of-statistics-on-deaths-of-shelter-residents/,"Confirmed via direct primary source retrieval, resolving an open item flagged in HMK-040",The Federal Housing Advocate secondary citation contained two errors - wrong year and wrong scope - now corrected in HMK-021 and HMK-040. A genuine comprehensive 2024 or 2025 all-homeless-deaths total comparable to the existing 331 and 300 figures remains unfound
CL-651,Toronto UHEI federal allocation precisely 25799702 dollars over two years with 400 million City match,Toronto specific federal encampment funding allocation,25799702,CAD over 2024-25 and 2025-26,2024-2026,FACT,VERIFIED,Toronto Community Encampment Response Plan official summary document direct primary source retrieval cross-verified against Canada.ca and Toronto.ca press releases,https://homelessnesslearninghub.ca/wp-content/uploads/2025/02/CERP-Summary-Toronto-ON.pdf,Confirmed via direct primary source retrieval cross-verified across three independent sources,Expanded from a thin existing line item into a full standalone entry in HMK-008 with the 15.5x federal-to-city funding ratio as the central finding
CL-652,Central Intake unmatched callers per day reached 216 as of November 2024 per Toronto own UHEI submission,Continuation of existing 174 to 202 unmatched caller trend,216,unmatched callers per day,"November 17, 2024",FACT,VERIFIED,Toronto Community Encampment Response Plan official summary document direct primary source retrieval,https://homelessnesslearninghub.ca/wp-content/uploads/2025/02/CERP-Summary-Toronto-ON.pdf,"Confirmed via direct primary source retrieval, found while researching UHEI",A natural continuation of the already-verified 174 winter and 202 annual 2023 figures not a contradiction - from the Citys own federal funding application not an external estimate
CL-653,Ontario Bill 28 Homelessness Ends with Housing Act was a failed private members bill not enacted law,Corrected legislative status of external report claim,defeated at second reading,,"October 22, 2025",FACT,VERIFIED,Legislative Assembly of Ontario official bill page and Hansard direct primary source retrieval,https://www.ola.org/en/legislative-business/bills/parliament-44/session-1/bill-28,"Confirmed via direct primary source retrieval of the official bill tracker and Hansard record, correcting an external report that presented this as enacted law",The single most consequential error caught in a DeepSeek report review - would have had this library confidently citing a legal obligation that does not exist. The true corrected version (a broadly endorsed bill the Ford government voted down) is more useful to the campaign than the false one
CL-654,OECD Toolkit actual Housing First savings figure is 1.44 USD not 2.20 CAD as externally reported,Corrected international cost-benefit statistic,1.44,"USD saved per dollar invested, US-specific",2024,FACT,VERIFIED,OECD direct primary source retrieval of the Toolkit to Combat Homelessness full report,https://www.oecd.org/en/publications/oecd-toolkit-to-combat-homelessness_0fec780e-en/full-report/long-term-housing-solutions-housing-led-and-housing-first_db4e15b1.html,"Confirmed via direct primary source retrieval, correcting a fabricated or garbled figure in an external report","Second significant error found in the same external report review, confirming a genuine pattern worth naming rather than treating as isolated"
CL-655,Toronto Housing Charter Opportunity for All adopted December 2019 alongside HousingTO,Municipal rights document extending housing rights language explicitly to homeless residents,status,,December 2019,FACT,VERIFIED,City of Toronto direct primary source retrieval cross-verified against CBC coverage of the Council vote,https://www.toronto.ca/wp-content/uploads/2022/02/948f-Toronto-Housing-Charter-2020.pdf,Confirmed via direct primary source retrieval,"A genuinely new, previously uncaptured municipal-level rights document found via external report review and independently verified before integration"
CL-656,Bill C-205 federal private members bill stalled outside order of precedence,Federal encampment protection bill current status,"stalled, second reading not reached",,as of July 2026,FACT,VERIFIED,Parliament of Canada LEGISinfo direct primary source retrieval,https://www.parl.ca/legisinfo/en/bill/45-1/c-205,Confirmed via direct primary source retrieval of the official parliamentary bill tracker,Confirmed real and accurately attributed by the external report but its stalled status was not mentioned there and was added independently
CL-657,Ontario Bill 28 Homelessness Ends with Housing Act was a failed private members bill not enacted law,Corrected legislative status of external report claim,defeated at second reading,,"October 22, 2025",FACT,VERIFIED,Legislative Assembly of Ontario official bill page and Hansard direct primary source retrieval,https://www.ola.org/en/legislative-business/bills/parliament-44/session-1/bill-28,"Confirmed via direct primary source retrieval of the official bill tracker and Hansard record, correcting an external report that presented this as enacted law",The single most consequential error caught in a DeepSeek report review - would have had this library confidently citing a legal obligation that does not exist. The true corrected version (a broadly endorsed bill the Ford government voted down) is more useful to the campaign than the false one
CL-658,OECD Toolkit actual Housing First savings figure is 1.44 USD not 2.20 CAD as externally reported,Corrected international cost-benefit statistic,1.44,"USD saved per dollar invested, US-specific",2024,FACT,VERIFIED,OECD direct primary source retrieval of the Toolkit to Combat Homelessness full report,https://www.oecd.org/en/publications/oecd-toolkit-to-combat-homelessness_0fec780e-en/full-report/long-term-housing-solutions-housing-led-and-housing-first_db4e15b1.html,"Confirmed via direct primary source retrieval, correcting a fabricated or garbled figure in an external report","Second significant error found in the same external report review, confirming a genuine pattern worth naming rather than treating as isolated"
CL-659,Toronto Housing Charter Opportunity for All adopted December 2019 alongside HousingTO,Municipal rights document extending housing rights language explicitly to homeless residents,status,,December 2019,FACT,VERIFIED,City of Toronto direct primary source retrieval cross-verified against CBC coverage of the Council vote,https://www.toronto.ca/wp-content/uploads/2022/02/948f-Toronto-Housing-Charter-2020.pdf,Confirmed via direct primary source retrieval,"A genuinely new, previously uncaptured municipal-level rights document found via external report review and independently verified before integration"
CL-660,Bill C-205 federal private members bill stalled outside order of precedence,Federal encampment protection bill current status,"stalled, second reading not reached",,as of July 2026,FACT,VERIFIED,Parliament of Canada LEGISinfo direct primary source retrieval,https://www.parl.ca/legisinfo/en/bill/45-1/c-205,Confirmed via direct primary source retrieval of the official parliamentary bill tracker,Confirmed real and accurately attributed by the external report but its stalled status was not mentioned there and was added independently
CL-661,Homelessness Ending Plan cited by external report is actually a private citizen unsolicited budget proposal not City policy,Corrected mischaracterization of a public comment submission as an official City strategic document,status,,2026 budget consultation,FACT,VERIFIED,Direct retrieval of the exact URL cited by the external report,https://www.toronto.ca/legdocs/mmis/2026/bu/comm/communicationfile-202433.pdf,"Confirmed via direct primary source retrieval, finding a private citizen submission not a City document","The most consequential error found across two external report reviews - a specific quantified City policy claim (75 percent of shelters, 90 of 120) traced to its exact cited source and found to be a single homelessness survivors personal advocacy proposal, not municipal policy"
CL-662,UN Domicide report A/HRC/61/43/Add.3 is real but concerns active armed conflict not domestic homelessness policy,Context verification for an international document cited as Toronto-relevant,status,,February 26 2026,FACT,VERIFIED,OHCHR direct primary source retrieval,https://www.ohchr.org/en/documents/thematic-reports/ahcr6143add3-domicide-mass-destruction-housing-and-civilian,Confirmed via direct primary source retrieval,"A real UN document correctly identified by an external report but applied to the wrong context - concerns Gaza Myanmar Sudan and Ukraine war-zone housing destruction not municipal shelter policy, a category error not a fabrication"
CL-663,Narrative gap audit found and fixed five stale not yet done claims and tracked eight genuinely open items,Full library scan for self-identified incomplete work language distinct from citation verification tags,"5 stale fixed, 8 newly tracked",,July 2 2026,FACT,VERIFIED,Direct systematic regex scan across all 77 library documents with individual verification of each flagged instance before fixing or tracking,"internal library audit, no external source","Each of the five stale claims individually confirmed as resolved elsewhere in the library via direct grep verification before being corrected, and each of the eight untracked items individually confirmed absent from TRACK_001_Master_Issues before being added",Prompted directly by a user-provided example (the UHEI HMK-040 to HMK-008 case) which was confirmed to be exactly this failure mode and used as the seed case for the full audit
CL-664,Bill C-12 refugee eligibility bars integrated into HMK-032 as forward-looking shelter demand risk,New federal legislation creating a pathway from IHAP-funded refugee claimant population to entirely unfunded without-status population,30000,procedural fairness letters sent as of April 2026,Royal Assent March 26 2026,FACT,VERIFIED,CBC and visaverge.com direct primary source retrieval already verified in an earlier pass,https://www.cbc.ca/news/politics/immigration-thirty-thousand-ineligible-asylum-9.7158489,"Sources already confirmed in an earlier pass, now properly integrated rather than left as an isolated flagged item","Closes the highest priority item from TRACK_001_Master_Issues Gap 69 - a real ready-to-integrate item requiring no new research, only proper placement into HMK-032 which already contains the structural funding-gap argument this development directly extends"
CL-665,REC M-16 police directive on homelessness status stops added to POLICY-001,New policy recommendation closing the second and third O'Grady Gaetz Buccieri 2011 recommendations,status,,2011 evidence base,FACT,VERIFIED,OGrady Gaetz Buccieri 2011 Can I See Your ID direct primary source already established in this library,https://homelesshub.ca/sites/default/files/CanISeeYourID_nov9.pdf,Confirmed via direct primary source retrieval already verified in an earlier pass,Closes Gap 69 item 2 - the two remaining OGrady Gaetz Buccieri recommendations never reflected in POLICY-001 after only the amnesty recommendation became REC M-15. New recommendation count 50 propagated across 10 files plus a new council motion clause 27 and a new HMK-033 cost-benefit matrix row
CL-666,"Toronto Drop-In Network confirmed as 59 member organizations running 56 plus centres, 15M figure resolved as likely garbled TSSS 14.4M line",Drop-in sector scale verification and correction of a conflated budget claim,59 organizations 56 centres,,current,FACT,VERIFIED,Toronto Drop-In Network direct primary source retrieval cross-referenced against this librarys own already-verified HMK-036 TSSS budget figure,https://www.tdin.ca/,Confirmed via direct primary source retrieval; the budget figure resolved by cross-referencing against an already-verified figure in the same librarys own content rather than a new external search,Closes Gap 69 item 7 - demonstrates the value of cross-checking flagged claims against the librarys own existing verified content before assuming external verification is needed
CL-667,May 12 2023 EC3.13 homelessness emergency declaration 24-1 Holyday sole dissent,Confirmed council vote adding to Holyday's established dissent pattern,24-1,,May 12 2023,FACT,VERIFIED,"City of Toronto press release and TMMIS agenda item, cross-confirmed via Globe and Mail CBC and CTV",https://secure.toronto.ca/council/agenda-item.do?item=2023.EC3.13,Confirmed via direct primary source retrieval across five independent sources,Third confirmed Holyday dissent alongside already-verified EC7.7 and EC13.8 - a consistent pattern not a new one
CL-668,Chris Moise received 10800 of 91695 2022 campaign donations from Fitzrovia Real Estate leadership,Confirmed donor-to-vote pattern for Ward 13 councillor,11.8,percent,"2022 election, reported Sept 2024",FACT,VERIFIED,CBC News direct investigation of financial disclosures,https://www.cbc.ca/news/canada/toronto/toronto-election-donations-fitzrovia-chris-moise-1.7324548,Confirmed via direct primary source retrieval,The clearest single finding across seven Task H submissions - Moise later supported a specific Fitzrovia development that Council approved
CL-669,ACORN 2018 developer donation report 34 percent Bailao 42 percent Ainslie 21 percent confirmed,Confirmed campaign finance research report with 2018-cycle scope limitation,34,percent,2018 election cycle,FACT,VERIFIED,ACORN Canada direct primary source PDF retrieval,https://acorncanada.org/wp-content/uploads/2021/10/Who-Controls-Toronto-People-or-Developer-0.pdf,"Confirmed via direct primary source retrieval, cross-checked per-councillor figures against the actual report text","Important scope caveat - 2018 cycle only, no comparable 2022 analysis exists, several councillors this report describes are no longer on council"
CL-670,One Task H submission fabricated the entire Toronto ward-councillor map,Confirmed severe data fabrication in an external research submission,fabricated,,identified July 2 2026,FACT,VERIFIED,Wikipedia direct account of the 2022-2026 council term cross-checked against the submission's claims,https://en.wikipedia.org/wiki/Toronto_City_Council_2022%E2%80%932026,Confirmed via direct comparison - the submission lists non-existent ward names and former councillors as current,The most severe external-report reliability failure found this session - not a single wrong fact but a fabricated core dataset underlying an entire report's framework
CL-671,HIFIS build-vs-buy evaluation completed - cross-system integration problem is a data-sharing-agreement issue not a software choice,"Completed evaluation closing Gap 69 item 7, load-bearing for REC S-04 soundness",evaluation complete,,July 2 2026,INFERENCE,VERIFIED,Housing Infrastructure and Communities Canada HIFIS documentation cross-referenced against general health-housing data sharing literature and a directly on-point academic HMIS-hospital integration case study,https://housing-infrastructure.canada.ca/homelessness-sans-abri/hifis-sisa/index-eng.html,"Confirmed HIFIS's documented scope via direct primary source, then confirmed the general pattern that cross-sector health data integration is a legal data-sharing-agreement barrier not a software barrier via a second primary source and a directly relevant academic case study","Reframes REC S-04's build-vs-buy question - neither HIFIS migration nor a custom build solves cross-system integration without separate data-sharing agreements with TCHC, hospitals, and income-support systems, which is the actual prerequisite"
CL-672,Homes First 2023 reserves and revenue figures confirmed enabling near-same-year comparison with Dixon Hall 2024,"Closes TRACK_001_Master_Issues gap 23, HMK-005 same-year operator comparison",13.2,million CAD net reserve funds,fiscal 2023,FACT,VERIFIED,Charity Intelligence direct consolidation of Homes First Society and Foundation audited financial statements,https://www.charityintelligence.ca/charity-details/350-homes-first,"Confirmed via direct primary source retrieval of Ci's own stated dollar figures, not their adjusted estimates",Enables a structural reserves comparison against Dixon Hall's already-confirmed 2024 figures with an honest nine-month fiscal-year-offset caveat rather than a false identical-year framing
CL-673,Calgary Drop-In Centre F2025 average nightly cost approximately 70 dollars per person versus Toronto 136,Cross-city shelter operating cost comparison,70,dollars per person per night approximate,F2025,INFERENCE,VERIFIED,Charity Intelligence calculation from Calgary Drop-In and Rehab Centre Society CRA filings,https://www.charityintelligence.ca/charity-details/480-calgary-drop-in,"Confirmed via direct primary source retrieval, arithmetic performed on the source's own stated 45000 dollars per day and 639 average nightly occupancy figures","One operator not a system-wide Calgary average, and a third-party calculation from tax filings rather than a published per-diem rate - labeled context-adjacent rather than a clean system-to-system match, per HMK-038 Part 10"
CL-674,Calgary average shelter stay 17 days versus Toronto 45 days same 2011-2016 dataset same researchers,Cross-city shelter length-of-stay comparison using identical methodology,17 vs 45,days,January 2011 to December 2016,FACT,VERIFIED,Policy Options IRPP direct primary source retrieval,https://policyoptions.irpp.org/magazines/december-2023/homelessness-strategies-should-reflect-patterns-of-shelter-use/,Confirmed via direct primary source retrieval,"The strongest comparison point found for Fleet Task I - same administrative dataset, same researchers, same time window across both cities, directly extending HMK-038 Part 4's own Toronto turnover-decline finding with a real cross-city benchmark. Exact author attribution should be independently confirmed before public citation."
CL-675,Confirmed exact peer reviewed citation Jadidzadeh Kneebone 2023 Canadian Public Policy Calgary Toronto shelter comparison,Full academic citation confirmation for the Calgary Toronto shelter turnover comparison,confirmed,,2023 publication,FACT,VERIFIED,Multiple academic citation indices and University of Calgary School of Public Policy cross-referenced directly,https://policyoptions.irpp.org/magazines/december-2023/homelessness-strategies-should-reflect-patterns-of-shelter-use/,"Confirmed via direct search cross-referencing the plain-language summary against academic citation indices, finding the full peer-reviewed citation Jadidzadeh A and Kneebone R 2023 Canadian Public Policy 49 2 180-196","Closes the attribution caveat flagged in the prior pass - upgrades this librarys strongest Task I finding from needs-verification to fully confirmed peer-reviewed. Also found a related chronic-user-specific finding from the same research groups 2018 paper, 329.7 days Toronto vs 116 days Calgary, flagged as not yet independently confirmed against the primary text"
CL-676,Ottawa emergency shelter cost approximately 36500 dollars per year per household from official city council document,Ottawa comparative shelter cost figure for Fleet Task I,36500,"dollars per household per year, approximately 100 per night",2025,FACT,VERIFIED,City of Ottawa council document direct primary source retrieval,https://pub-ottawa.escribemeetings.com/filestream.ashx?DocumentId=234707,Confirmed via direct primary source retrieval of an official City of Ottawa council report,"Per-household not per-bed or per-person figure - explicitly not treated as directly comparable to Toronto per-bed 136 dollar figure without further work, consistent with this librarys own denominator-caution discipline established in HMK-012"
