source_program,source_file,source_id,source_kind,question
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V20,bank,"How do we put MUSIC AND DANCE at the literal forefront of the city's vitality — building the ecstatic-dance, inner-dance, 5 Rhythms, and conscious-movement forms the operator names by name into civic infrastructure (regular, accessible, sober or all-ages where appropriate, everywhere), so that moving the body in a room full of others is as normal and celebrated as going to the gym? What does the evidence show about dance and rhythmic movement for mood, connection, and physical health, and what does the program build so it reaches beyond the already-initiated to the whole city?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V21,bank,"How do we make music-making itself a mass practice, not a spectator sport — community choirs, drumming circles, mixed-origin bands, singing as the thing you DO rather than the thing you stream? What does the evidence say about group singing and music-making for wellbeing, social bonding, and even physiology (the synchrony research), and how do we scale participation across language, class, and age? *(Composes with the NEWCOMERS music-as-front-door frame.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V22,bank,"How do we prescribe NATURE as medicine at city scale — since the evidence on green space, ""nature dose,"" blue space, and outdoor time for mental and physical health is among the strongest in public health: what does a Toronto that treats the ravines, waterfront, parks, and urban forest as a health system look like, how do we get the least-served neighbourhoods (which have the least green space) the most access, and what is ""nature prescription"" done as real infrastructure rather than a slogan? *(Equity constraint: green-space access maps onto the income gap.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V23,bank,"How do we build the TRUST SYSTEMS the operator asks for — the actual mechanisms that let strangers safely connect, help each other, share resources, and show up for one another — since the deepest finding in health research is that connection and social capital predict longevity as strongly as smoking or exercise? What does the evidence say builds trust between strangers (repeated contact, shared projects, reciprocity, safe first meetings), and what is the design that manufactures those conditions deliberately rather than hoping for them?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V24,bank,"How do we make CONNECTION the explicit, measured, funded intervention it deserves to be — since loneliness and isolation carry a mortality risk comparable to major clinical risk factors, yet the health system spends almost nothing on it: what is ""social prescribing"" done at city scale (the UK link-worker model and its evidence), how do we build the third places, the shared meals, the clubs and projects where connection actually happens, and how do we prove it moved the outcome? *(Connection as the underlying answer — the operator's, and the movement's, core bet.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V25,bank,"How do we enhance the ENJOYMENT of culture, not just its consumption — festivals, food, ritual, celebration, the arts as things a whole city participates in across every origin and class, such that joy and belonging are understood as vitality inputs and funded accordingly? What is the design that makes shared cultural joy a public-health strategy rather than a nice-to-have, and how does it reach the isolated rather than only entertaining the connected? *(Composes with the NEWCOMERS and EDU culture-as-connection frames.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V26,bank,"What does it mean to LOCALIZE vitality — to build health at the scale of the block, the neighbourhood, the community hub, rather than the hospital and the clinic downtown? What is the evidence for hyper-local, place-based health (community health centres, neighbourhood hubs, the ""15-minute health"" idea), and what is the design where every neighbourhood has its own vitality infrastructure — movement, food, testing access, connection, nature — within a walk?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V27,bank,"How do we grow a LOCAL vitality economy that keeps the value in the community — since the operator's economies-of-scale and collective-profit thesis is fundamentally local: local food production, community-owned fitness and movement spaces, neighbourhood health cooperatives, local testing and care? What does a vitality economy owned by the people it serves look like, and how does it resist being bought out and enclosed the moment it works? *(Composes with the collective-ownership thesis in V-S3.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V28,bank,"How does Ontario become a genuine health-and-fitness DESTINATION without building a two-tier system — since ""medical tourism"" and ""wellness tourism"" can easily mean world-class care for wealthy visitors alongside wait-listed residents? What is the design where being a destination FUNDS and RAISES resident vitality (shared infrastructure, reinvested revenue, talent and knowledge drawn in) rather than diverting it, and where does the honest line sit? *(Equity constraint applied to the destination thesis.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V29,bank,"What is the honest baseline and the honest draw — where is Ontario ACTUALLY at as a health destination now, what does it genuinely have that the world wants (the natural environment, the four-season outdoors, the multicultural food and movement cultures, the research base, universal care as a differentiator), and what would it take to build a reputation the evidence actually supports rather than a marketing campaign? *(Where-is-Ontario-ACTUALLY-at.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V30,bank,"How does the destination thesis compose with the diaspora-equity vision — could Ontario become the place people come to learn health practices they carry BACK to their homelands (the brain-circulation model from NEWCOMERS, applied to vitality), so the destination is a teaching hub that strengthens the world rather than a spa that extracts from it? What is non-extractive vitality tourism? *(Composes with V4 and the NEWCOMERS improve-home-from-here thesis.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V31,bank,"How do we make sport and movement a LIFELONG habit rather than something that ends at graduation — since the drop-off in physical activity after school is one of the most predictable and damaging health patterns there is? Where is Toronto ACTUALLY at on adult and lifelong participation (the measured baseline, by age, gender, income, and neighbourhood), and what does the evidence show keeps people moving across a whole life rather than for a season?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V32,bank,"How do we 100x clubs and community sport the operator asks for — what is the actual math and design of going from scarce, gated, expensive facilities to abundant, cheap, everywhere ones (school gyms open evenings and weekends, park programming, pick-up culture, low-cost community clubs), and where do the real bottlenecks sit (facilities, cost, coaching, permits, insurance, time)? What is the fastest path to abundance? *(Practice over theory: real clubs people actually join this month.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V33,bank,"How do we make DISCIPLINE and self-mastery aspirational — ""sexy"" — so that showing up, progressing, and mastering a hard thing is high-status and celebrated across a whole culture, not a grind people dread or a flex only the privileged can afford? What does the evidence on habit formation, mastery motivation, and intrinsic vs extrinsic reward say actually builds a lifelong practice, and what does the program design so the win is the doing, not the medal? *(Making virtue aspirational; composes with the EDU ""self-discipline sexy"" frame.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V34,bank,"How do we design HEALTHY competition and visible PROGRESSION — leagues, ladders, belts, levels, the ""Game of Life"" progression the movement uses elsewhere — so competition motivates and connects rather than excludes and shames, and so progress is legible and rewarding at every level from beginner to master? Where does competition help (motivation, community, mastery) and where does it harm (dropout of the less-gifted, injury, obsession), and what is the design that captures the first without the second?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V35,bank,"How do we reach the people sport currently EXCLUDES — women and girls in the activities where they drop out, disabled people, larger-bodied people, older adults, low-income families priced out, and the un-athletic who were shamed out young — so ""lifelong sport for all"" is real rather than a program for the already-fit? What does the evidence say brings the excluded IN, and where is Toronto ACTUALLY failing them now? *(Equity and dignity: sport for every body.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V36,bank,"How do we build self-mastery beyond sport — breath, cold, strength, skill, focus, the disciplines of the body and attention the ""biohacking"" culture the operator gestures at explores — in an evidence-honest way that separates what's genuinely supported from what's hype and hazard, and that democratizes the practices rather than leaving them a status game for the wealthy? Where is the line between empowering self-mastery and selling unproven self-optimization? *(Frontier-but-honest; composes with V-S7.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V37,bank,"What is the honest FOR/AGAINST on being a bleeding-edge health city — FOR: earlier access to genuine breakthroughs, a research and innovation magnet, hope for the currently-untreatable, and the leadership the operator envisions. AGAINST: unproven interventions on real bodies, the DIY- biohacking harm frontier, snake-oil dressed as innovation, and the equity risk that the frontier serves the rich and the desperate first? What is the frame that lets Toronto move fast on the edge while the protection is structural, not aspirational?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V38,bank,"How do we run frontier health under a two-key ethics gate the movement cannot waive — since ""protecting people"" is only real if there's a mechanism no enthusiasm can override: what is the ethics, consent, and safety architecture (independent review, informed and revocable consent, no vulnerable-population testing without the highest safeguards, honest adverse-event reporting) that gates anything experimental touching a real person? *(Two-key ethics gate, non-waivable.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V39,bank,"How do we protect people from the FRONTIER'S dark side while embracing its light — the unregulated longevity clinics, the direct-to-consumer tests of dubious value, the supplement and peptide grey market, the ""wellness"" grift that preys on fear and hope? What does honest consumer protection and evidence-literacy look like in a city that also wants to lead on genuine innovation, and how does it avoid becoming either a rubber stamp or a wall? *(Corporate-gates and testing-honesty compose here.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V40,bank,"How do we build the evidence-honesty muscle at population scale — since the whole frontier question turns on a city that can tell a real breakthrough from a hyped one: what does it take to make the public (and the program itself) genuinely literate in evidence grades, trial quality, and the difference between ""promising"" and ""proven,"" so people can navigate the frontier without being either credulous or paralyzed? *(Practice over theory; making evidence-literacy a civic skill.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V41,bank,"Where are the corporate gates ACTUALLY located, argued from published evidence at the institutional level — the documented patterns in pharmaceutical pricing and patent strategy, the food industry's role in the ultra-processed-food and chronic-disease burden, the consolidation of primary care and pharmacy, the paywalls on nutrition and health knowledge? How does the program name the SYSTEM-level failures precisely, from the record, without ever authoring an unverified claim or turning the nurses, pharmacists, farmers, and grocers inside those systems into the enemy? *(Pointer-never-author; institutional level only; workforce as partner.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V42,bank,"How do we break the gates by BUILDING alternatives rather than only attacking incumbents — community-owned food production and distribution, generic and compounded medicine access, open health knowledge, cooperative pharmacies and clinics, public-interest research — so that the gates fall because something better and community-owned outcompetes them? What is the build-not-just-fight design, and where has it worked?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V43,bank,"What does FOOD AS MEDICINE mean built as real infrastructure — since the Hippocrates line is quoted everywhere and practiced almost nowhere: produce prescriptions, medically-tailored meals, teaching kitchens, food-is-medicine programs integrated into care, and the evidence for each? Where is the honest line between the genuine evidence (diet's role in chronic disease is among the strongest in medicine) and the overreach (food cannot cure everything, and ""let food be thy medicine"" has been used to sell dangerous nonsense and to blame the sick)? *(Food-as-medicine with evidence discipline; never medical advice.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V44,bank,"How do we fix the FOOD ENVIRONMENT that makes the healthy choice the hard choice — since personal nutrition advice is nearly useless against a food system engineered for overconsumption: what is the municipal and community lane on food deserts and swamps, on the affordability and accessibility of real food, on local and community food production, so that the default becomes healthy rather than the exception? Where is Toronto ACTUALLY at on food access by neighbourhood, and who profits from it staying broken? *(Where-is-Toronto-ACTUALLY-at; equity constraint.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V45,bank,"How do we take the money and the perverse incentives OUT of the system honestly — since much of the corporate gate is an incentive structure that profits from sickness and scarcity: where does the money actually flow in food and medicine and health today, who loses income if the incentives flip toward prevention and access, and how do we design that transition so the honest workers land somewhere better rather than being thrown out with the rent-seekers? *(Take the money out; honest costs; fast-but-safe.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V46,bank,"How do we do all of this WITH the health and food workforce as partners — the farmers, grocers, pharmacists, dietitians, nurses, and physicians whose livelihoods are inside the system being reformed — so that breaking the corporate gates never means breaking the people, and the reform is something they help lead because it dignifies their work? *(Partners-never-adversaries, the operator's and the movement's standing rule.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V47,bank,"How do we PREVENT mental illness from developing at population scale — since the operator asks for prevention first, and since the evidence points upstream to connection, security, purpose, early-life conditions, and belonging (the very things this whole program builds)? Where is Toronto ACTUALLY at on mental-health burden by age and population, what are the highest-ROI upstream interventions the evidence supports, and how does the program measure prevention (the hardest thing to prove because success is an absence)? *(Prevention as the first move; dignity throughout.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V48,bank,"How do we RESOLVE the mental illness people already carry — building access to effective, timely, affordable, culturally-matched, and de-stigmatized care, since the operator asks for both prevention AND resolution? Where are the honest gaps (wait times, cost, cultural and language barriers, the crisis-only system that catches people too late), and what is the design that meets people early and holds them with dignity rather than only in emergencies? *(Dignity center: describe the condition, never stigmatize the person.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V49,bank,"How do we recognize and work with SPIRITUAL health through secular access — since the operator asks for it directly and the evidence on meaning, ritual, contemplative practice, and belonging for wellbeing is real, but the movement is never doctrinal: what does it look like to honour the wisdom lineages (contemplative, meditative, ceremonial) and the human need for meaning and transcendence, offered as secular-accessible practice available to all, with Indigenous spiritual practice represented only through published Indigenous voices on their own protocol, never appropriated? *(Spiritual health via secular access; Indigenous content protocol-flagged.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V50,bank,"What does the EVIDENCE actually show on psychedelic-assisted and other emerging therapies — argued honestly, separating the genuine clinical-trial signal (the published research on psilocybin, MDMA, ketamine, and others for specific conditions) from the hype, the harms, and the populations for whom these carry serious risk? What is the honest state of the science, and what does the program refuse to overstate? *(Drugs-as-medicine = trial evidence, honestly graded; never medical advice.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V51,bank,"How do we engage ""recognize illegal drugs as medicine"" within REGULATORY and JURISDICTIONAL reality — since drug scheduling is FEDERAL, not municipal: what are the actual legal pathways that exist (Health Canada's Special Access Program, Section 56 exemptions, clinical trials, the documented history of Toronto's and Canada's own policy decisions), how does a city work within them and advocate to change them through legitimate channels, and how does the program discuss all of this with zero advocacy of illegal activity? *(Regulatory + jurisdiction honesty; zero illegal-activity advocacy.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V52,bank,"How do we hold the HARM-REDUCTION evidence with dignity and honesty — since addiction is a health condition, not a moral failing, and since the harm-reduction literature (supervised consumption, naloxone, safer supply where evidence exists, treatment-on-demand) is contested in public debate but has a real evidence base? What does the evidence actually show, argued straight, and how does the program center the dignity and lives of people who use drugs while being honest about what's proven, what's debated, and what remains a federal and provincial jurisdiction? *(Dignity for people who use drugs; evidence honesty; FOR/AGAINST where the evidence is genuinely contested.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V53,bank,"How do we run anything psychedelic-adjacent or touching people in crisis under a two-key ethics gate the movement cannot waive — since these are the highest-risk interventions touching the most vulnerable people: what is the consent, screening, safety, and independent-review architecture that gates any program in this stream, exactly as the vulnerable-population gates protect minors and frail elders elsewhere in the series? *(Two-key ethics gate, non-waivable; vulnerable-population safeguarding.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V54,bank,"Who GOVERNS the vitality commons — since the sovereign-wealth-fund, the centralized data, the collective-profit thesis, and the local-ownership design all concentrate real power and money: what is the governance structure that keeps the commons genuinely community-controlled (accountable, transparent, democratically governed, capture-resistant against private buyout, insurer access, state overreach, and its own future leaders), and where has anything at this scale been governed well or badly? *(The central power question, held honestly.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V55,bank,"How do we hold the HONEST costs and the honest ledger — since a city cannot test everyone in every way, prescribe nature and connection at scale, break the corporate gates, and lead the frontier all at once without hard tradeoffs: what does this actually cost, what does it save (and how sure are we, given the screening-harms and community-care-savings debates the series has already stress- tested), and what does the program refuse to promise it can afford? *(Take-the-money-out and honest-costs discipline; no invented savings.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V56,bank,"How does the program engage the hardest public DEBATES without ducking them — the honest FOR/AGAINST on comprehensive testing, on data centralization, on harm reduction, on medical tourism, on frontier medicine — in language that survives a hostile fact-checker AND leaves every reader (including the sick, the addicted, the frail, and the poor) feeling described with dignity, locating failures in system design rather than in the character of the people the system failed?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V57,bank,"What are the genuine high-ROI vitality wins — measured, not assumed — where a dollar spent on connection, prevention, movement, nature, or early access returns multiples in avoided illness, avoided hospitalization, and years of good life? What does the program MEASURE as success, and what does it refuse to target directly so the metric doesn't corrupt the mission (Goodhart), given how easily ""healthiest and happiest"" numbers can be gamed?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V58,bank,"How do we run the whole thing as PRACTICE, not theory — since ""life is 99% practice"" — so the program is measured by Torontonians who ACTUALLY danced this week, ACTUALLY got outside, ACTUALLY made a friend, ACTUALLY moved their body, ACTUALLY reached care early — real events in real weeks, not frameworks and pledges? What is the practice-culture design that keeps this program from becoming another well-worded wellness report? *(Practice over theory.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V59,bank,"How do we guarantee the program is done BY the people, not TO them — guarding against the trap where a well-meaning designer builds a vitality program for a community without that community holding the pen, the data, the fund, and the payroll — especially for the neighbourhoods, the racialized, the disabled, the poor, and the Indigenous communities the health system has historically harmed and who have the most reason to distrust it? What is the ""nothing about us without us"" governance, applied to health? *(Dignity, trust, and community control as the design foundation.)*"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V60,bank,"How does the movement itself stay HEALTHY — since a program preaching vitality, connection, and sustainable practice will fail its own thesis if it burns out its people, and since the health workforce and organizers it depends on are already exhausted? What does it look like to build a vitality movement that practices what it prescribes on its own members first?"
vitality,research/vitality/QUESTION_BANK_EXTENDED.md,V61,bank,"How do we make Toronto the city the WORLD copies on vitality — since the movement's frame is ""Toronto demonstrates, the world copies"" and the operator's equity vision reaches to the homelands: what is the minimum demonstrable proof (the smallest honest thing that works and travels), and how is it built to be shared non-extractively with the world's cities and the diaspora's home communities rather than sold? *(Composes with V4, V30, and the series-wide demonstration frame.)*"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q1,bank,"What is the current distribution of TTC bus network operating hours across 24-hour service vs. reduced evening/night frequency, and what are the ridership and latent demand profiles for each window?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q2,bank,"What is the average passenger load factor (actual riders per available seat per hour) across the TTC bus and streetcar networks, stratified by time of day, route, and neighborhood?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q3,bank,"How many TTC bus routes are currently operating below cost recovery per passenger (subsidy-dependent below a defined threshold), and what are the common characteristics of these routes (geography, ridership density, service type)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q4,bank,"What are the historical and current sources of TTC operational and capital funding (property tax, fares, provincial/federal grants) as a share of total budget, and how does this mix compare to other major transit agencies?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q5,bank,"What is the annual cost of deferred TTC maintenance across infrastructure (stations, vehicles, signalling, power systems) and how does it compare to current annual capital spending?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q6,bank,"How are resource allocation decisions (route changes, service hours, capital projects) currently made within TTC governance, and what is the documented input from riders, community stakeholders, and equity advocates?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q7,bank,"What is the composition and capacity of the TTC Board (skills, diversity, transit expertise, meeting frequency, staffing support), and how does it compare to peer transit agencies?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q8,bank,"What is the current incidence rate of TTC bus driver assaults, passenger injuries, and operational accidents per million service miles, and what is the trend over the past 5–10 years?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q9,bank,"What are the top contributing factors to TTC bus collisions and near-misses (driver behavior, vehicle mechanical issues, infrastructure design, traffic signal timing, cyclist/pedestrian exposure)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q10,bank,"What is the current state of TTC station accessibility for passengers with mobility, vision, hearing, and cognitive disabilities (elevator availability, audible announcements, tactile paving, signage, staff training)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q11,bank,"What percentage of TTC bus stops have shelters, benches, real-time arrival information, and weather protection, and how does this vary by neighborhood income and ridership volume?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q12,bank,"What is the current age profile, turnover rate, and recruitment pipeline for TTC bus operators, and how do wages, benefits, and working conditions compare to peer transit systems and alternative employment?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q13,bank,"What is the documented rate of TTC driver training, certification in advanced safety techniques (e.g., defensive driving, trauma-informed customer service), and professional development, and how does this compare to world-leading transit systems?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q14,bank,"What is the current gender and racial composition of the TTC workforce (operators, maintenance, management) and what are the documented barriers to diversity and inclusion in hiring, promotion, and workplace culture?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q15,bank,"What is the TTC's current real-time tracking accuracy and reliability of arrival predictions (actual vs. predicted arrival times) across the bus and streetcar networks, stratified by time of day and route?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q16,bank,"What is the spatial distribution of rush-hour traffic congestion across Toronto by corridor, and what are the primary bottleneck locations (intersections, bridges, merge points)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q17,bank,"What is the current baseline congestion level in Toronto (Travel Time Index, Planning Time Index) compared to peer cities (Vancouver, Montreal, Chicago), and how has it trended over the past 5–10 years?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q18,bank,"What is the breakdown of congestion causes in Toronto by proportion (traffic incidents, weather, work zones, bad signal timing, demand exceeding capacity, vehicle breakdowns)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q19,bank,"How many daily vehicle trips in Toronto are generated by commercial traffic (freight delivery, service vehicles, taxis, for-hire) vs. personal passenger vehicles, and what is the curb occupancy and dwell time?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q20,bank,"What percentage of Toronto vehicle trips are crossing the city vs. internal to specific zones, and what is the average trip distance and duration by origin-destination pair?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q21,bank,"What is the documented impact of school commutes, hospital visits, sports events, and cultural events on peak-hour congestion and transit ridership?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q22,bank,"What is the spatial and temporal distribution of on-street parking occupancy in Toronto's core and inner neighborhoods, and how does it correlate with congestion and transit ridership?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q23,bank,"What is the documented rate of red-light running, speeding, and aggressive driving in Toronto, and how does it vary by corridor and time of day?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q24,bank,"How do weather events (snow, ice, rain, wind, extreme heat) impact Toronto transit ridership and road traffic flow, and what is the service disruption cost?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q25,bank,"What is the current mode share in Toronto (vehicle, transit, cycling, walking) by corridor and neighborhood, and how has it changed over past 10–20 years?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q26,bank,"What is the distribution of vehicle occupancy (persons per vehicle) during rush hours in Toronto by corridor, and what is the impact of single-occupant vehicles on road capacity?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q27,bank,"What is the documented impact of the Go Train and Go Bus networks on Toronto area congestion, and what is the latent demand for regional rapid transit integration?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q28,bank,"What is the economic cost of Toronto traffic congestion (lost productivity, health impacts, emissions, supply chain delays) expressed as a percentage of regional GDP?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q29,bank,"What is the marginal cost of adding one additional service hour to the TTC bus network (fleet, operations, maintenance), and what is the ridership elasticity (additional riders per additional service hour)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q30,bank,"What is the current alignment between TTC bus routes and land-use density, employment centers, and transit-dependent population in Toronto, and where are service-density mismatches?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q31,bank,What is the potential ridership impact of converting TTC bus routes to all-door boarding and tap-to-pay farecard systems (reducing dwell time and fare evasion)?
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q32,bank,"What is the current level of bus bunching (multiple buses arriving in close sequence due to traffic and dwell variability) on the TTC network, and what operational interventions (signal priority, schedule padding, vehicle rerouting) could reduce it?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q33,bank,"What is the optimal bus network topology for Toronto (e.g., hub-and-spoke vs. grid vs. radial) given current land use, employment, and population distribution, and what are the capital and operational trade-offs?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q34,bank,"What is the current bus rapid transit (BRT) or limited-stop service coverage in Toronto, and what is the ridership and speed benefit compared to all-stop local service on shared corridors?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q35,bank,What is the potential for increasing streetcar service frequency and coverage (off-street track expansion or mixed-traffic priority) on Toronto's legacy streetcar network?
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q36,bank,"What is the current fuel and energy consumption (kWh per passenger-km) across TTC bus and streetcar networks, and what is the potential ROI of transitioning to full battery electric or hydrogen fuel-cell fleets?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q37,bank,"What is the current TTC bus dwell time (passengers boarding/alighting per stop) and its contribution to total route travel time, and what design interventions (platform doors, level boarding, off-vehicle fare payment) could reduce it?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q38,bank,"What is the current TTC schedule reliability (on-time performance) and bunching levels, and what is the rider satisfaction impact of improved reliability independent of frequency?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q39,bank,"What is the current capacity utilization of TTC bus fleet during peak vs. off-peak periods, and what is the opportunity for dynamic fleet redeployment or vehicle-size optimization?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q40,bank,"What is the ridership impact of introducing express or limited-stop routing options on high-demand corridors (e.g., Yonge-Dundas-Bathurst) for riders willing to pay a premium or accept longer wait times for faster service?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q41,bank,"What is the documented ridership and speed impact of transit signal priority (TSP) on TTC bus routes that have been equipped with priority, and what is the ROI of expanding TSP across the network?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q42,bank,"What is the potential for integrating TTC shuttle service with automated or on-demand micro-transit (e.g., small vehicle fleets responding to demand on lower-density routes) to maintain coverage while reducing cost?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q43,bank,"What are the fastest, most efficient, and most equitable transit systems in the world (by ridership per capita, cost per ride, customer satisfaction), and what are the critical success factors in each?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q44,bank,"What is the reliability (on-time performance, service frequency adherence, uptime) of peer city transit systems compared to TTC, and what operational practices drive reliability?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q45,bank,"What is the cost structure (operating cost per passenger-km, capital cost per km of service) of transit systems in comparable cities (Vancouver, Montreal, Calgary, Seattle, Portland), and how does TTC compare?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q46,bank,"What is the service coverage (percent of population within 400 m of transit) and service frequency (headways < 15 minutes) in comparable cities, and how does Toronto compare?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q47,bank,"What are the most advanced real-time information systems, fare payment technologies, and operational control systems deployed in world-leading transit agencies?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q48,bank,"What is the documented ridership mode share across transit agencies in comparable cities, and what are the drivers of higher transit share (density, affordability, service quality, car restrictions)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q49,bank,"What is the documented demographic profile of transit users in comparable cities, and what are the equity impacts of fare, service, and accessibility policies?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q50,bank,"What is the extent and effectiveness of regional integration (fare payment, service coordination, unified branding) in peer city regions (Greater Toronto Area, Vancouver, Bay Area, London)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q51,bank,"What is the documented accessibility performance (wait time for accessible vehicles, station elevator uptime, real-time accessible information) in comparable transit systems, and what is the best-practice standard?"
